Genero,PersonaMayor,Socio,Dependientes,Permanencia,ServicioTelefonico,VariasLineas,ServicioInternet,SeguridadLinea,CopiaSeguridadLinea,ProteccionDispositivo,ServicioTecnico,ServicioTV,ServicioPeliculas,Contrato,FacturacionElectronica,MetodoPago,RecargoMensual,TotalRecargo,Abandono
Masculino,0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),89.05,6254.45,No
Masculino,1,Si,No,58,No,Sin Servicio Telefónico,DSL,No,Si,Si,No,No,Si,Mensual,Si,Cheque Electrónico,45.3,2651.2,Si
Femenino,0,Si,Si,16,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque Electrónico,20.4,321.4,No
Masculino,0,Si,No,43,Si,No,Fibra Óptica,Si,No,Si,Si,No,No,un anio,Si,Transferencia bancaria (automática),84.25,3539.25,No
Femenino,0,Si,No,2,Si,Si,Fibra Óptica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,104.4,242.8,Si
Masculino,0,Si,No,14,Si,No,DSL,No,Si,Si,Si,Si,Si,dos anios,No,Cheque por Correo,81.95,1181.75,No
Femenino,0,Si,No,53,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,un anio,Si,Transferencia bancaria (automática),94.85,5000.2,Si
Femenino,0,No,No,32,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Transferencia bancaria (automática),20.55,654.55,No
Femenino,0,Si,No,34,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque Electrónico,24.7,780.2,No
Femenino,1,No,No,15,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque por Correo,74.45,1145.7,Si
Femenino,1,No,No,7,Si,No,Fibra Óptica,Si,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),76.45,503.6,Si
Femenino,0,Si,Si,15,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),105.35,1559.25,No
Masculino,0,Si,No,61,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Tarjeta de crédito (automática),20.55,1252.0,No
Femenino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,Si,No,No,No,No,Mensual,No,Transferencia bancaria (automática),29.95,29.95,Si
Femenino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Cheque por Correo,45.3,45.3,No
Masculino,0,No,No,8,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,No,Transferencia bancaria (automática),84.5,662.65,Si
Masculino,0,Si,Si,33,Si,No,DSL,Si,No,Si,No,Si,Si,un anio,No,Tarjeta de crédito (automática),74.75,2453.3,No
Femenino,0,No,No,13,Si,No,Fibra Óptica,No,Si,Si,No,No,No,Mensual,Si,Cheque Electrónico,79.25,1111.65,Si
Femenino,0,Si,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,24.8,24.8,Si
Masculino,0,No,No,20,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque por Correo,51.8,1023.85,No
Masculino,0,No,No,3,No,Sin Servicio Telefónico,DSL,No,No,No,Si,No,No,Mensual,No,Cheque Electrónico,30.4,82.15,No
Femenino,0,No,No,13,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque Electrónico,19.65,244.8,No
Femenino,0,Si,No,40,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Tarjeta de crédito (automática),56.6,2379.1,No
Masculino,0,Si,Si,43,Si,Si,DSL,Si,No,No,Si,No,Si,un anio,Si,Tarjeta de crédito (automática),71.9,3173.35,No
Masculino,0,Si,No,6,Si,No,Fibra Óptica,No,Si,Si,No,No,Si,Mensual,Si,Cheque Electrónico,91.0,531.0,Si
Femenino,0,Si,Si,69,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),19.75,1375.4,No
Femenino,0,Si,Si,72,Si,Si,Fibra Óptica,Si,Si,Si,No,Si,Si,dos anios,No,Tarjeta de crédito (automática),109.7,8129.3,No
Masculino,0,Si,Si,59,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),19.3,1192.7,No
Femenino,0,Si,No,20,Si,No,Fibra Óptica,Si,Si,No,Si,Si,No,Mensual,Si,Cheque Electrónico,96.55,1901.65,No
Masculino,0,Si,Si,24,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Transferencia bancaria (automática),24.1,587.4,No
Masculino,0,No,No,59,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,111.35,6519.75,No
Masculino,0,Si,Si,72,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),112.25,8041.65,No
Masculino,0,No,Si,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.75,20.75,No
Femenino,0,Si,No,27,Si,No,Fibra Óptica,Si,No,No,Si,Si,Si,un anio,Si,Tarjeta de crédito (automática),101.9,2681.15,No
Femenino,0,No,No,14,Si,No,Fibra Óptica,No,Si,No,Si,No,No,Mensual,Si,Tarjeta de crédito (automática),80.05,1112.3,No
Masculino,0,Si,Si,71,Si,Si,Fibra Óptica,Si,No,Si,No,Si,Si,dos anios,No,Cheque Electrónico,105.55,7405.5,No
Masculino,0,No,Si,13,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de crédito (automática),78.3,1033.95,No
Masculino,0,No,No,44,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Tarjeta de crédito (automática),68.85,2958.95,No
Femenino,0,No,No,33,Si,No,Fibra Óptica,No,Si,No,Si,No,No,un anio,Si,Transferencia bancaria (automática),79.95,2684.85,No
Masculino,0,Si,Si,72,No,Sin Servicio Telefónico,DSL,Si,Si,Si,Si,No,Si,dos anios,Si,Tarjeta de crédito (automática),55.45,4179.2,No
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,Si,Mensual,No,Cheque Electrónico,79.9,79.9,Si
Femenino,0,No,No,19,Si,No,Fibra Óptica,Si,No,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,106.6,1934.45,Si
Masculino,0,Si,No,64,Si,No,Fibra Óptica,No,Si,Si,Si,Si,Si,un anio,Si,Tarjeta de crédito (automática),102.45,6654.1,No
Masculino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),46.0,84.5,Si
Femenino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,25.25,25.25,No
Masculino,0,No,Si,61,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.75,1124.2,No
Femenino,0,Si,Si,29,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,No,Cheque Electrónico,20.0,540.05,No
Masculino,1,Si,No,23,Si,Si,Fibra Óptica,No,No,No,No,No,Si,Mensual,No,Cheque Electrónico,86.8,1975.85,No
Femenino,0,Si,No,57,No,Sin Servicio Telefónico,DSL,Si,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria (automática),58.75,3437.45,No
Masculino,0,Si,Si,72,No,Sin Servicio Telefónico,DSL,Si,Si,Si,Si,No,No,dos anios,No,Tarjeta de crédito (automática),45.25,3139.8,No
Masculino,0,Si,No,66,No,Sin Servicio Telefónico,DSL,Si,Si,Si,Si,Si,No,dos anios,Si,Transferencia bancaria (automática),56.6,3789.2,No
Masculino,0,Si,Si,65,Si,Si,DSL,No,Si,Si,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),84.2,5324.5,No
Femenino,0,No,No,8,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Transferencia bancaria (automática),80.0,624.6,No
Femenino,0,No,No,4,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,70.15,268.35,Si
Femenino,0,Si,No,71,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),24.75,1836.9,No
Masculino,0,Si,Si,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque Electrónico,20.2,20.2,No
Masculino,0,Si,No,4,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Cheque por Correo,50.05,179.35,Si
Femenino,0,No,No,12,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Transferencia bancaria (automática),19.35,219.35,No
Masculino,0,No,No,24,No,Sin Servicio Telefónico,DSL,Si,No,No,No,Si,Si,un anio,Si,Cheque por Correo,50.6,1288.75,No
Femenino,0,Si,Si,31,Si,No,DSL,Si,No,Si,Si,Si,Si,un anio,Si,Cheque por Correo,81.15,2545.75,No
Femenino,0,Si,No,1,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Cheque por Correo,55.2,55.2,Si
Masculino,0,No,No,30,Si,Si,Fibra Óptica,No,No,No,Si,No,Si,Mensual,Si,Tarjeta de crédito (automática),89.9,2723.15,No
Femenino,0,Si,Si,47,Si,Si,DSL,Si,Si,No,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),85.3,4107.25,No
Masculino,0,No,No,54,Si,Si,Fibra Óptica,Si,Si,No,Si,Si,Si,dos anios,Si,Tarjeta de crédito (automática),108.0,5760.65,No
Masculino,0,No,No,50,Si,No,Fibra Óptica,Si,Si,No,Si,No,Si,Mensual,Si,Tarjeta de crédito (automática),93.5,4747.5,No
Masculino,0,No,No,1,Si,No,Fibra Óptica,Si,No,No,No,No,Si,Mensual,Si,Cheque por Correo,84.6,84.6,Si
Femenino,0,No,No,72,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Tarjeta de crédito (automática),20.25,1566.9,No
Femenino,0,No,No,29,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque Electrónico,25.15,702.0,No
Masculino,0,No,No,2,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,Cheque por Correo,54.4,114.1,Si
Femenino,0,No,No,10,No,Sin Servicio Telefónico,DSL,No,No,No,Si,No,No,dos anios,Si,Cheque por Correo,29.6,299.05,No
Masculino,0,Si,No,18,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,73.15,1305.95,No
Femenino,1,No,No,11,Si,No,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,Si,Cheque Electrónico,95.0,1120.3,Si
Masculino,0,No,No,16,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.75,284.35,No
Femenino,0,No,No,72,Si,Si,DSL,No,Si,Si,Si,Si,Si,dos anios,No,Transferencia bancaria (automática),86.6,6350.5,No
Masculino,0,No,No,72,Si,Si,Fibra Óptica,No,Si,Si,Si,Si,Si,dos anios,No,Transferencia bancaria (automática),109.2,7878.3,No
Femenino,0,Si,Si,41,Si,No,DSL,Si,No,No,Si,Si,Si,un anio,Si,Tarjeta de crédito (automática),74.7,3187.65,No
Femenino,1,Si,No,65,Si,No,Fibra Óptica,Si,Si,Si,No,No,Si,Mensual,No,Cheque Electrónico,94.4,6126.15,No
Femenino,1,No,No,13,Si,No,DSL,No,Si,Si,No,No,No,Mensual,Si,Cheque Electrónico,54.8,731.3,No
Masculino,1,No,No,4,Si,No,Fibra Óptica,Si,No,No,No,No,No,Mensual,No,Cheque Electrónico,75.35,273.4,No
Masculino,0,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,un anio,No,Cheque por Correo,65.0,2531.8,No
Masculino,1,No,No,15,Si,No,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,74.4,1074.3,Si
Masculino,0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Cheque por Correo,48.55,48.55,Si
Masculino,0,No,No,42,Si,Si,Fibra Óptica,Si,Si,Si,No,No,Si,un anio,Si,Cheque Electrónico,99.0,4298.45,No
Femenino,0,Si,No,51,Si,No,Fibra Óptica,Si,Si,Si,No,Si,No,un anio,Si,Cheque Electrónico,93.5,4619.55,No
Femenino,0,Si,Si,2,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,70.4,147.15,Si
Masculino,1,Si,No,1,No,Sin Servicio Telefónico,DSL,No,Si,No,No,Si,No,Mensual,No,Cheque Electrónico,40.2,40.2,Si
Masculino,0,No,Si,32,Si,Si,DSL,No,Si,Si,Si,Si,Si,un anio,No,Tarjeta de crédito (automática),83.7,2633.3,No
Masculino,0,No,No,10,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Cheque por Correo,19.85,193.05,No
Femenino,0,Si,Si,67,No,Sin Servicio Telefónico,DSL,No,Si,Si,Si,Si,Si,dos anios,Si,Cheque Electrónico,59.55,4103.9,No
Femenino,0,Si,Si,61,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),115.1,7008.15,No
Masculino,0,No,No,50,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,un anio,No,Tarjeta de crédito (automática),114.35,5791.1,No
Femenino,0,Si,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),44.6,80.55,Si
Femenino,1,Si,No,29,No,Sin Servicio Telefónico,DSL,Si,No,Si,No,No,Si,Mensual,Si,Cheque Electrónico,45.0,1228.65,No
Masculino,1,No,No,3,No,Sin Servicio Telefónico,DSL,No,No,Si,No,No,Si,Mensual,Si,Cheque Electrónico,41.15,132.2,Si
Masculino,1,No,No,13,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,106.9,1364.3,Si
Masculino,1,Si,No,57,Si,Si,Fibra Óptica,No,Si,No,No,No,Si,Mensual,Si,Cheque Electrónico,89.85,4925.35,No
Femenino,0,No,No,31,No,Sin Servicio Telefónico,DSL,Si,Si,No,Si,No,Si,dos anios,Si,Transferencia bancaria (automática),49.85,1520.1,No
Femenino,0,Si,No,45,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,un anio,No,Cheque por Correo,113.3,5032.25,No
Femenino,0,Si,Si,61,Si,Si,DSL,Si,Si,Si,Si,Si,Si,dos anios,No,Cheque por Correo,88.1,5526.75,No
Masculino,0,No,No,50,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Transferencia bancaria (automática),24.9,1195.25,No
Femenino,1,No,No,19,Si,No,Fibra Óptica,Si,Si,No,Si,Si,Si,Mensual,Si,Cheque por Correo,105.0,2007.25,No
Masculino,0,No,No,59,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,19.35,1099.6,Si
Femenino,0,Si,No,71,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Tarjeta de crédito (automática),24.25,1732.95,No
Femenino,1,No,No,16,Si,No,Fibra Óptica,No,No,No,Si,Si,Si,Mensual,Si,Cheque Electrónico,94.45,1511.2,Si
Masculino,0,Si,No,57,Si,No,DSL,Si,Si,No,Si,No,No,dos anios,Si,Cheque Electrónico,59.75,3450.15,No
Masculino,0,No,No,1,No,Sin Servicio Telefónico,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria (automática),24.8,24.8,Si
Masculino,1,Si,No,20,Si,Si,Fibra Óptica,No,Si,No,Si,Si,Si,Mensual,No,Cheque Electrónico,107.05,2172.05,No
Masculino,0,No,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Cheque por Correo,70.6,70.6,Si
Masculino,0,Si,No,5,Si,Si,Fibra Óptica,No,Si,No,Si,No,No,Mensual,Si,Cheque Electrónico,85.4,401.1,Si
Femenino,0,Si,No,52,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,105.05,5624.85,Si
Masculino,1,Si,No,21,Si,No,DSL,Si,Si,No,No,No,Si,Mensual,Si,Transferencia bancaria (automática),64.95,1339.8,No
Masculino,0,No,No,14,No,Sin Servicio Telefónico,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Cheque Electrónico,55.0,771.95,No
Femenino,0,No,No,5,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Transferencia bancaria (automática),50.55,244.75,No
Femenino,0,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,No,Cheque por Correo,55.15,322.9,No
Femenino,0,No,No,10,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque Electrónico,51.2,498.25,No
Femenino,0,No,Si,1,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,25.4,25.4,No
Femenino,0,No,No,68,Si,Si,DSL,Si,No,No,No,No,No,Mensual,No,Cheque por Correo,54.45,3687.75,No
Masculino,0,Si,Si,18,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,No,Cheque por Correo,95.15,1779.95,Si
Femenino,0,No,No,22,Si,Si,Fibra Óptica,No,No,No,No,No,No,un anio,Si,Tarjeta de crédito (automática),76.0,1783.6,No
Femenino,0,No,No,20,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,44.35,927.15,No
Masculino,0,Si,No,1,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,No,Cheque Electrónico,70.0,70.0,Si
Masculino,1,No,No,8,Si,No,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Cheque Electrónico,74.5,606.55,Si
Masculino,0,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de crédito (automática),44.85,435.4,Si
Masculino,1,No,No,24,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,76.1,1712.7,Si
Masculino,0,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,un anio,No,Cheque por Correo,61.2,2021.2,No
Masculino,0,Si,Si,23,Si,No,Fibra Óptica,No,Si,Si,Si,No,No,un anio,No,Cheque por Correo,86.8,1940.8,No
Femenino,1,No,No,6,Si,No,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,89.35,567.8,No
Femenino,0,No,No,12,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,19.7,220.35,No
Masculino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,No,Cheque por Correo,20.25,20.25,No
Femenino,0,Si,Si,71,Si,No,Fibra Óptica,No,No,Si,No,No,No,dos anios,No,Cheque Electrónico,76.05,5436.45,No
Masculino,1,Si,No,35,Si,Si,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,100.8,3437.5,No
Masculino,0,Si,Si,40,Si,Si,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,74.55,3015.75,No
Femenino,0,No,Si,1,Si,No,Fibra Óptica,Si,No,No,No,No,No,Mensual,Si,Cheque por Correo,73.6,73.6,Si
Masculino,0,No,No,23,Si,No,DSL,No,No,No,No,Si,Si,un anio,Si,Transferencia bancaria (automática),64.9,1509.8,No
Femenino,1,No,No,4,Si,Si,Fibra Óptica,No,No,No,No,Si,Si,Mensual,Si,Cheque Electrónico,95.45,396.1,Si
Masculino,0,No,No,4,Si,No,Fibra Óptica,No,No,Si,Si,No,Si,Mensual,Si,Cheque Electrónico,90.4,356.65,No
Femenino,0,Si,Si,68,No,Sin Servicio Telefónico,DSL,No,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),60.3,4109.0,No
Masculino,0,No,Si,38,Si,Si,Fibra Óptica,No,Si,No,No,No,No,Mensual,Si,Cheque por Correo,81.85,3141.7,No
Masculino,0,Si,Si,52,Si,Si,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,No,Cheque por Correo,24.8,1229.1,No
Masculino,1,Si,No,32,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,74.9,2303.35,Si
Masculino,0,Si,Si,29,Si,No,DSL,No,No,Si,Si,Si,Si,dos anios,No,Cheque por Correo,75.55,2054.4,No
Masculino,1,Si,Si,38,Si,Si,Fibra Óptica,No,Si,No,No,Si,Si,Mensual,No,Cheque Electrónico,101.15,3741.85,No
Masculino,0,No,Si,48,Si,Si,DSL,Si,No,Si,No,Si,Si,un anio,Si,Tarjeta de crédito (automática),78.75,3682.45,No
Femenino,0,No,No,1,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Mensual,Si,Transferencia bancaria (automática),19.25,19.25,No
Femenino,0,No,No,22,Si,No,Fibra Óptica,Si,No,No,Si,No,Si,Mensual,Si,Cheque Electrónico,89.05,1886.25,No
Femenino,0,No,No,43,Si,Si,Fibra Óptica,Si,Si,Si,Si,Si,Si,dos anios,No,Tarjeta de crédito (automática),115.05,4895.1,No
Femenino,1,Si,No,5,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,69.35,341.6,No
Masculino,0,No,No,5,Si,No,Fibra Óptica,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,80.6,415.55,Si
Masculino,0,Si,Si,51,Si,Si,Fibra Óptica,Si,Si,No,Si,Si,Si,un anio,No,Tarjeta de crédito (automática),110.05,5686.4,No
Masculino,0,No,No,71,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Tarjeta de crédito (automática),19.9,1355.1,No
Femenino,0,Si,Si,38,Si,No,DSL,Si,Si,No,Si,Si,Si,un anio,No,Tarjeta de crédito (automática),80.3,3058.65,Si
Masculino,1,Si,No,24,Si,No,Fibra Óptica,No,No,Si,No,Si,Si,Mensual,Si,Cheque Electrónico,93.15,2231.05,Si
Masculino,0,Si,No,35,Si,Si,Fibra Óptica,No,No,No,Si,Si,No,Mensual,Si,Tarjeta de crédito (automática),91.5,3236.35,No
Femenino,1,No,No,54,Si,Si,DSL,Si,Si,No,Si,Si,Si,un anio,No,Transferencia bancaria (automática),82.45,4350.1,Si
Femenino,0,Si,Si,72,No,Sin Servicio Telefónico,DSL,No,Si,Si,Si,Si,Si,dos anios,Si,Cheque Electrónico,60.0,4264.0,No
Masculino,0,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,44.8,44.8,No
Femenino,0,Si,Si,9,Si,No,DSL,Si,No,No,No,No,No,un anio,No,Cheque por Correo,48.6,422.3,No
Masculino,0,No,No,69,No,Sin Servicio Telefónico,DSL,Si,Si,No,Si,Si,Si,dos anios,Si,Transferencia bancaria (automática),60.05,4176.7,No
Femenino,0,Si,No,52,Si,Si,Fibra Óptica,No,Si,No,Si,Si,Si,Mensual,Si,Tarjeta de crédito (automática),102.7,5138.1,No
Femenino,1,Si,No,11,Si,No,Fibra Óptica,No,No,No,Si,Si,No,Mensual,Si,Cheque Electrónico,82.9,880.05,No
Femenino,1,No,No,2,Si,No,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,70.35,139.05,Si
Femenino,1,Si,Si,28,No,Sin Servicio Telefónico,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque Electrónico,35.9,973.65,No
Femenino,1,No,No,17,Si,Si,Fibra Óptica,No,No,Si,No,No,No,Mensual,Si,Tarjeta de crédito (automática),82.65,1470.05,No
Femenino,0,Si,Si,35,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,dos anios,Si,Cheque por Correo,19.85,739.35,No
Femenino,0,No,No,8,Si,No,No,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,Sin Servicio de Internet,un anio,Si,Cheque por Correo,19.2,161.95,No
Masculino,0,No,No,46,Si,Si,Fibra Óptica,No,Si,Si,No,Si,No,un anio,Si,Tarjeta de crédito (automática),94.9,4422.95,No
Femenino,0,No,No,7,Si,Si,Fibra Óptica,No,No,No,No,No,No,Mensual,Si,Cheque Electrónico,73.85,511.25,Si
Femenino,0,No,No,2,Si,Si,Fibra Óptica,No,No,Si,No,No,No,Mensual,No,Cheque por Correo,80.6,155.8,Si
Masculino,0,Si,Si,68,Si,Si,DSL,No,Si,Si,Si,No,Si,un anio,Si,Transferencia bancaria (automática),75.8,5293.95,Si
Femenino,0,No,No,43,Si,Si,Fibra Óptica,No,Si,Si,No,Si,Si,dos anios,Si,Cheque Electrónico,104.6,4759.85,Si
